ds,y
2017-03-03,65094533993
2017-03-04,35896588392
2017-03-05,46432431305
2017-03-06,89040474622
2017-03-07,96389397741
2017-03-08,82565146981
2017-03-09,78530387051
2017-03-10,65684316262
2017-03-11,28110107826
2017-03-12,26495339359
2017-03-13,33392721166
2017-03-14,22955445459
2017-03-15,47076514092
2017-03-16,63558995772
2017-03-17,62178456778
2017-03-18,39695570036
2017-03-19,43175938103
2017-03-20,78668685471
2017-03-21,86303822009
2017-03-22,71604193066
2017-03-23,78414162923
2017-03-24,105023771493
2017-03-25,19937247593
2017-03-26,36486609026
2017-03-27,73599515833
2017-03-28,84668948094
2017-03-29,74790387382
2017-03-30,41883066297
2017-03-31,65105252361
2017-04-01,64491493056
2017-04-02,54435327659
2017-04-03,63003995035
2017-04-04,94915347752
2017-04-05,23634598884
2017-04-06,82063572189
2017-04-07,93822173208
2017-04-08,90178898101
2017-04-09,91362539648
2017-04-10,77239891337
2017-04-11,104043718590
2017-04-12,112291216712
2017-04-13,77687921119
2017-04-14,100158500631
2017-04-15,105121643151
2017-04-16,67011558108
2017-04-17,126044762533
2017-04-18,149762426591
2017-04-19,110554251866
2017-04-20,133552172673
2017-04-21,110355218493
2017-04-22,78164114887
2017-04-23,98037612149
2017-04-24,139435508692
2017-04-25,164784444912
2017-04-26,144837824421
2017-04-27,92838690165
2017-04-28,112989003855
2017-04-29,22736679435
2017-04-30,21135922254
2017-05-01,84356887509
2017-05-02,93947239591
2017-05-03,127498702167
2017-05-04,112897690619
2017-05-05,107068504977
2017-05-06,69404657969
2017-05-07,66237265068
2017-05-08,119423551441
2017-05-09,105983161059
2017-05-10,100315942047
2017-05-11,143022272307
2017-05-12,148944819915
2017-05-13,109190037888
2017-05-14,83871081893
2017-05-15,162981585672
2017-05-16,182103959161
2017-05-17,170831992229
2017-05-18,166837021393
2017-05-19,76761240931
2017-05-20,52166918817
2017-05-21,88328368694
2017-05-22,159697516384
2017-05-23,92012890497
2017-05-24,120719291968
2017-05-25,149286102910
2017-05-26,101054728530
2017-05-27,107134094021
2017-05-28,85234376705
2017-05-29,115043629365
2017-05-30,171003151554
2017-05-31,188699168767
2017-06-01,191854333795
2017-06-02,195856149101
2017-06-03,145121370999
2017-06-04,132416237051
2017-06-05,182312782190
2017-06-06,199655574105
2017-06-07,201954335882
2017-06-08,198165665357
2017-06-09,194919963435
2017-06-10,145650574430
2017-06-11,134366590060
2017-06-12,185514410206
2017-06-13,200485709555
2017-06-14,142060981947
2017-06-15,206802589343
2017-06-16,180261123908
2017-06-17,120540379818
2017-06-18,125274223891
2017-06-19,186959235454
2017-06-20,211152093608
2017-06-21,223526312314
2017-06-22,205159063130
2017-06-23,181194165874
2017-06-24,154021275849
2017-06-25,135152945379
2017-06-26,202352817481
2017-06-27,225669258528
2017-06-28,181120563503
2017-06-29,187611149322
2017-06-30,194832480179
2017-07-01,139705187499
2017-07-02,121018754975
2017-07-03,153484378162
2017-07-04,136911677824
2017-07-05,211691016107
2017-07-06,222168223038
2017-07-07,198647500946
2017-07-08,175415279867
2017-07-09,155616370511
2017-07-10,155192284144
2017-07-11,217657189071
2017-07-12,173086389072
2017-07-13,221105377249
2017-07-14,214828879724
2017-07-15,165368751387
2017-07-16,140957542392
2017-07-17,225387753957
2017-07-18,238689288428
2017-07-19,225626049725
2017-07-20,156995165287
2017-07-21,172379425538
2017-07-22,143958072544
2017-07-23,142655534831
2017-07-24,223063926440
2017-07-25,241813326751
2017-07-26,230995313176
2017-07-27,230058758740
2017-07-28,223702968426
2017-07-29,163231210871
2017-07-30,152418745048
2017-07-31,229605002182
2017-08-01,233910169454
2017-08-02,236632340083
2017-08-03,212904591806
2017-08-04,194040527708
2017-08-05,160037340920
2017-08-06,135385656339
2017-08-07,224119031640
2017-08-08,246047907172
2017-08-09,244046980933
2017-08-10,224419023890
2017-08-11,221846150739
2017-08-12,163090003872
2017-08-13,149821652397
2017-08-14,231362058378
2017-08-15,254714006820
2017-08-16,201096706686
2017-08-17,204707928219
2017-08-18,228757978750
2017-08-19,165112253683
2017-08-20,144104860863
2017-08-21,223830036325
2017-08-22,234385029520
2017-08-23,249367537744
2017-08-24,222867385643
2017-08-25,229570321341
2017-08-26,154214447314
2017-08-27,131478620221
2017-08-28,212331305364
2017-08-29,228244521645
2017-08-30,250504701807
2017-08-31,234068796632
2017-09-01,202836104981
2017-09-02,115226016945
2017-09-03,129948783855
2017-09-04,117887899353
2017-09-05,216618907954
2017-09-06,213981326994
2017-09-07,225738110587
2017-09-08,211220890897
2017-09-09,156915860685
2017-09-10,143484788517
2017-09-11,229457429927
2017-09-12,248041069467
2017-09-13,208307530105
2017-09-14,239424744154
2017-09-15,232988588663
2017-09-16,168359159343
2017-09-17,147099413045
2017-09-18,234277778874
2017-09-19,221406374308
2017-09-20,242806274533
2017-09-21,230311177019
2017-09-22,229637715659
2017-09-23,158980216916
2017-09-24,149044341400
2017-09-25,238888876935
2017-09-26,250918775723
2017-09-27,239407255565
2017-09-28,243260547758
2017-09-29,226425014597
2017-09-30,137703153955
2017-10-01,131218086834
2017-10-02,231392892512
2017-10-03,222926765200
2017-10-04,225982123741
2017-10-05,238757498640
2017-10-06,161476748030
2017-10-07,102615912090
2017-10-08,155536801049
2017-10-09,225233435400
2017-10-10,156367846499
2017-10-11,125135509199
2017-10-12,205649079650
2017-10-13,218870993868
2017-10-14,24014473068
2017-10-15,88170307270
2017-10-16,205054233294
2017-10-17,228663179014
2017-10-18,224516202691
2017-10-19,226196998343
2017-10-20,222641929821
2017-10-21,145175029793
2017-10-22,72390474186
2017-10-23,103564202100
2017-10-24,62049199195
2017-10-25,180816186836
2017-10-26,187155858491
2017-10-27,139162229087
2017-10-28,68748976278
2017-10-29,76532909688
2017-10-30,150679196869
2017-10-31,140107200204
2017-11-01,103446711480
2017-11-02,127140622086
2017-11-03,146318404099
2017-11-04,40435952383
2017-11-05,65542837383
2017-11-06,143547565156
2017-11-07,150330015856
2017-11-08,152147296597
2017-11-09,135355539655
2017-11-10,72965339034
2017-11-11,46122221257
2017-11-12,34369752684
2017-11-13,137048590943
2017-11-14,150526599816
2017-11-15,100847190944
2017-11-16,131706633827
2017-11-17,97678492641
2017-11-18,26942774543
2017-11-19,49554080693
2017-11-20,124842705916
2017-11-21,111904506936
2017-11-22,83738183649
2017-11-23,22156969159
2017-11-24,52780304836
2017-11-25,48775093028
2017-11-26,48788133355
2017-11-27,148267275743
2017-11-28,162803459463
2017-11-29,144879157572
2017-11-30,150511184830
2017-12-01,144099449709
2017-12-02,91041154135
2017-12-03,85509952904
2017-12-04,150561549153
2017-12-05,99694255731
2017-12-06,107057752889
2017-12-07,90850216294
2017-12-08,88442059016
2017-12-09,29226557073
2017-12-10,34588761004
2017-12-11,91051393600
2017-12-12,77637313698
2017-12-13,89856472447
2017-12-14,86498264327
2017-12-15,83048579673
2017-12-16,57159949337
2017-12-17,46399974337
2017-12-18,102590895605
2017-12-19,121013686647
2017-12-20,68742305591
2017-12-21,94652918449
2017-12-22,76323471553
2017-12-23,28040437921
2017-12-24,6765355643
2017-12-25,3961223678
2017-12-26,12918418751
2017-12-27,19581067501
2017-12-28,22213060946
2017-12-29,18392939568
2017-12-30,9100677547
2017-12-31,10398870381
